name,value,uncertainty_up,uncertainty_down
B_An,0.00032137623554168214,0.02701883462250387,0.02701883462250387
B_Ar,0.0038168323608715796,0.02198132951801647,0.02198132951801647
B_Ak,0.00240198098874082,0.02751383002240519,0.02751383002240519
B_Bn,0.0035763001060110924,0.02696108456928024,0.02696108456928024
B_Br,-0.002734875142643702,0.02029993032983747,0.02029993032983747
B_Bk,-0.0030215095390286276,0.024320716624246175,0.024320716624246175
C_nn,-0.557567324601685,0.03468827440657596,0.03468827440657596
C_nr,-0.005250075754461766,0.034002688440020315,0.034002688440020315
C_nk,0.011450251986027421,0.03487471534232558,0.03487471534232558
C_rn,0.015306270713186472,0.03485595040513686,0.03485595040513686
C_rr,-0.315384953280324,0.04161392310300416,0.04161392310300416
C_rk,-0.006581658783058456,0.0365336467228347,0.0365336467228347
C_kn,-0.009369660755300904,0.037258943316289095,0.037258943316289095
C_kr,0.01208831803988358,0.03377864933218999,0.03377864933218999
C_kk,-0.5988880415874143,0.039448264621501306,0.039448264621501306
Concurrence,0.3214498778433623,0.0219170918248346,0.022531362034852793
Ckk + Cnn,-0.25775819618399587,0.052530390850953165,0.052530390850953165
Ckk - Cnn,-1.372892845387366,0.052530390850953165,0.052530390850953165
Ckk + Crr,-0.49994056750535687,0.05734007479652197,0.05734007479652197
Ckk - Crr,-1.1307104740660048,0.05734007479652197,0.05734007479652197
Cnn + Crr,-0.5412612844910861,0.05417559392686578,0.05417559392686578
Cnn - Crr,-1.172031191051734,0.05417559392686578,0.05417559392686578
