name,value,uncertainty_up,uncertainty_down
B_An,0.000321372037547944,0.0073889225471439265,0.0073889225471439265
B_Ar,0.0038167775113664834,0.00740320129378316,0.00740320129378316
B_Ak,0.0024019669406481264,0.007137042480267389,0.007137042480267388
B_Bn,0.0035762973001914064,0.00752060717955762,0.007520607179557621
B_Br,-0.00273485603031844,0.007252632254203303,0.007252632254203304
B_Bk,-0.00302154388000793,0.0072793591435841055,0.007279359143584105
C_nn,-0.5575673051383441,0.011171221374416174,0.011171221374416174
C_nr,-0.005250079975109103,0.01163315571344384,0.011633155713443841
C_nk,0.011450250121388629,0.011410243536668469,0.011410243536668467
C_rn,0.015306287051049881,0.01178683844046,0.01178683844046
C_rr,-0.3153849455166925,0.012005204519426271,0.012005204519426271
C_rk,-0.006581665009239024,0.012122211812445306,0.012122211812445306
C_kn,-0.009369670240640199,0.011729856975792548,0.011729856975792548
C_kr,0.012088291080306117,0.012567898990476292,0.01256789899047629
C_kk,-0.5988880740879772,0.011870681221264334,0.011870681221264334
Concurrence,0.32144987787278345,0.006699985960426276,0.006768050739748532
Ckk + Cnn,-0.2577581831467739,0.016300590776198588,0.016300590776198588
Ckk - Cnn,-1.372892793423462,0.016300590776198588,0.016300590776198588
Ckk + Crr,-0.4999405427684255,0.01688306868463582,0.01688306868463582
Ckk - Crr,-1.1307104338018106,0.01688306868463582,0.01688306868463582
Cnn + Crr,-0.5412613117180586,0.0163988146690383,0.0163988146690383
Cnn - Crr,-1.1720312027514437,0.0163988146690383,0.0163988146690383
