name,value,uncertainty_up,uncertainty_down
B_An,0.0003213802454880212,0.007822192486989957,0.007822192486989957
B_Ar,0.0038167827912592746,0.0076028106624184254,0.0076028106624184254
B_Ak,0.00240196968875055,0.0072650359048886705,0.0072650359048886705
B_Bn,0.003576292796061158,0.007774181387934833,0.007774181387934833
B_Br,-0.002734864546357628,0.007296518418662199,0.007296518418662199
B_Bk,-0.0030215519444428676,0.007620478452754804,0.007620478452754803
C_nn,-0.5575673106736603,0.011702598135636677,0.011702598135636677
C_nr,-0.005250082315212983,0.011953286769881364,0.011953286769881364
C_nk,0.011450245267575246,0.012271768695726203,0.012271768695726203
C_rn,0.01530628594907386,0.012045834756602678,0.012045834756602676
C_rr,-0.31538495074786566,0.012639379756589297,0.012639379756589297
C_rk,-0.006581672594918915,0.012693742477023302,0.012693742477023302
C_kn,-0.0093696752737384,0.012519430616051642,0.01251943061605164
C_kr,0.012088289239094194,0.012777765167910304,0.012777765167910305
C_kk,-0.5988880857143941,0.013096303965436595,0.013096303965436595
Concurrence,0.3214498859233821,0.0071567482318250965,0.007233650928827463
Ckk + Cnn,-0.25775816598504075,0.017563142676620187,0.017563142676620187
Ckk - Cnn,-1.3728927873323613,0.017563142676620187,0.017563142676620187
Ckk + Crr,-0.4999405259108354,0.018200744440445,0.018200744440445
Ckk - Crr,-1.1307104274065667,0.018200744440445,0.018200744440445
Cnn + Crr,-0.5412613009515692,0.0172251189765263,0.0172251189765263
Cnn - Crr,-1.1720312024473005,0.0172251189765263,0.0172251189765263
