name,value,uncertainty_up,uncertainty_down
B_An,0.00032135881208727215,0.026317313089639142,0.026317313089639142
B_Ar,0.0038168121040045053,0.020538968358462875,0.020538968358462875
B_Ak,0.0024019454908505524,0.024535758810722827,0.024535758810722827
B_Bn,0.003576310712179696,0.025688217038685315,0.025688217038685315
B_Br,-0.00273488832164482,0.020601996701345666,0.020601996701345666
B_Bk,-0.0030215226897903225,0.024008681082392777,0.024008681082392777
C_nn,-0.5575672864102009,0.03348153015257582,0.03348153015257582
C_nr,-0.00525007642599087,0.03321608278645943,0.03321608278645943
C_nk,0.011450251176751726,0.036360884438638615,0.036360884438638615
C_rn,0.015306282143524058,0.03407309151618495,0.03407309151618495
C_rr,-0.3153849258171558,0.03494999809256516,0.03494999809256516
C_rk,-0.006581657172084584,0.034206646962247796,0.03420664696224779
C_kn,-0.009369660777143844,0.04053855525756094,0.04053855525756094
C_kr,0.012088309382884221,0.03912408562495355,0.03912408562495355
C_kk,-0.5988880481330996,0.03845632806680943,0.03845632806680943
Concurrence,0.32144985421784833,0.02021481259119371,0.02085903907580342
Ckk + Cnn,-0.25775822782979474,0.050989234449439605,0.050989234449439605
Ckk - Cnn,-1.3728928006501966,0.050989234449439605,0.050989234449439605
Ckk + Crr,-0.4999405884228397,0.05196529163828856,0.05196529163828856
Ckk - Crr,-1.1307104400571513,0.05196529163828856,0.05196529163828856
Cnn + Crr,-0.5412613501457384,0.04839953747741968,0.04839953747741968
Cnn - Crr,-1.17203120178005,0.04839953747741968,0.04839953747741968
