name,value,uncertainty_up,uncertainty_down
B_An,0.0003213785459340498,0.007321177059066185,0.007321177059066185
B_Ar,0.0038167782561049773,0.007193604975543541,0.007193604975543542
B_Ak,0.002401962758198122,0.007126038592711384,0.007126038592711384
B_Bn,0.003576290865196478,0.007583761287782844,0.007583761287782844
B_Br,-0.002734857215034048,0.007274553497403344,0.007274553497403344
B_Bk,-0.0030215464618035697,0.007224225171195836,0.007224225171195836
C_nn,-0.5575673088375928,0.011215674243412299,0.011215674243412299
C_nr,-0.005250084668906805,0.011191560582006276,0.011191560582006274
C_nk,0.011450247584312533,0.011270808927654741,0.011270808927654741
C_rn,0.015306292670942296,0.011314763872920802,0.011314763872920804
C_rr,-0.3153849428118637,0.01195506108961486,0.01195506108961486
C_rk,-0.0065816642675552055,0.012004179758282588,0.01200417975828259
C_kn,-0.009369672520427516,0.01165205926632187,0.01165205926632187
C_kr,0.012088291337172336,0.011981807559747554,0.011981807559747556
C_kk,-0.5988880734143638,0.012176502712424542,0.012176502712424542
Concurrence,0.3214498776356181,0.00675619977953383,0.006822516989976474
Ckk + Cnn,-0.2577581801211386,0.016554714344863348,0.016554714344863348
Ckk - Cnn,-1.3728927977963241,0.016554714344863348,0.016554714344863348
Ckk + Crr,-0.49994054614686767,0.0170643108258759,0.0170643108258759
Ckk - Crr,-1.130710431770595,0.0170643108258759,0.0170643108258759
Cnn + Crr,-0.5412613107236387,0.016392523734640903,0.016392523734640903
Cnn - Crr,-1.172031196347366,0.016392523734640903,0.016392523734640903
