name,value,uncertainty_up,uncertainty_down
B_An,0.0003213370639383167,0.025496742839033935,0.025496742839033935
B_Ar,0.00381677708214223,0.02131957553908423,0.02131957553908423
B_Ak,0.002401966091490333,0.025737312578695402,0.025737312578695402
B_Bn,0.0035762953899160415,0.02534810387647694,0.02534810387647694
B_Br,-0.0027349202619132273,0.02268626149550476,0.02268626149550476
B_Bk,-0.0030215197743308914,0.02371361924707597,0.02371361924707597
C_nn,-0.5575673126689847,0.034344925502760915,0.034344925502760915
C_nr,-0.00525006960472282,0.03664559938449356,0.03664559938449356
C_nk,0.011450242047649554,0.03668880539642906,0.036688805396429054
C_rn,0.015306302418858518,0.03362546743641906,0.03362546743641906
C_rr,-0.31538496661415705,0.03893980088774107,0.03893980088774107
C_rk,-0.006581660707319664,0.03891131358056231,0.03891131358056231
C_kn,-0.009369697134080382,0.040395047770967925,0.040395047770967925
C_kr,0.012088295315846575,0.03706999903370307,0.03706999903370307
C_kk,-0.5988880528627543,0.035720879525508065,0.035720879525508065
Concurrence,0.321449883190821,0.020681720094397973,0.02128247474935972
Ckk + Cnn,-0.25775819684135626,0.04955355831689646,0.04955355831689646
Ckk - Cnn,-1.3728928221793257,0.04955355831689646,0.04955355831689646
Ckk + Crr,-0.49994054289618384,0.05284211698307309,0.05284211698307309
Ckk - Crr,-1.130710476124498,0.05284211698307309,0.05284211698307309
Cnn + Crr,-0.5412612830899534,0.05192188364232482,0.05192188364232482
Cnn - Crr,-1.1720312163182673,0.05192188364232482,0.05192188364232482
