name,value,uncertainty_up,uncertainty_down
B_An,0.00032137174023149067,0.007482330775029966,0.007482330775029966
B_Ar,0.0038167795742558423,0.00730621801496128,0.00730621801496128
B_Ak,0.0024019674738698406,0.007120651522142082,0.007120651522142082
B_Bn,0.003576295571897368,0.007552232678149548,0.007552232678149547
B_Br,-0.0027348588631473237,0.0072174490047116555,0.007217449004711654
B_Bk,-0.0030215456521829305,0.007232563279537652,0.007232563279537652
C_nn,-0.5575673103815069,0.011120012141703661,0.011120012141703661
C_nr,-0.005250081799461468,0.011477634161500364,0.011477634161500364
C_nk,0.01145024875587921,0.011566182211573614,0.011566182211573614
C_rn,0.015306292009419208,0.011173754899828331,0.01117375489982833
C_rr,-0.31538494900579916,0.012069925772604295,0.012069925772604295
C_rk,-0.006581669379438839,0.01206424768313193,0.01206424768313193
C_kn,-0.009369674977575798,0.011654871801435296,0.011654871801435296
C_kr,0.012088291418758253,0.012166684585539432,0.012166684585539432
C_kk,-0.5988880821894444,0.012054131189259243,0.012054131189259243
Concurrence,0.3214498838366048,0.0067381865146790496,0.006805752926765682
Ckk + Cnn,-0.25775816980214383,0.01639990087651475,0.01639990087651475
Ckk - Cnn,-1.3728927905651576,0.01639990087651475,0.01639990087651475
Ckk + Crr,-0.49994053117785153,0.017058287923588634,0.017058287923588634
Ckk - Crr,-1.1307104291894499,0.017058287923588634,0.017058287923588634
Cnn + Crr,-0.5412613029857891,0.01641151358613258,0.01641151358613258
Cnn - Crr,-1.1720312009973874,0.01641151358613258,0.01641151358613258
