name,value,uncertainty_up,uncertainty_down
B_An,0.00032137695750017524,0.007559853444173605,0.007559853444173606
B_Ar,0.003816780084955151,0.007312114956754228,0.007312114956754228
B_Ak,0.0024019631984030674,0.007074109606092745,0.007074109606092744
B_Bn,0.0035762939815750577,0.007398555820276762,0.0073985558202767625
B_Br,-0.0027348567524155824,0.007288770743647827,0.007288770743647827
B_Bk,-0.003021547582640972,0.0071231066337339565,0.007123106633733958
C_nn,-0.5575673055301488,0.01111471129980024,0.01111471129980024
C_nr,-0.005250083844580412,0.01139061114798208,0.01139061114798208
C_nk,0.011450248141184633,0.011121120558693073,0.011121120558693074
C_rn,0.015306290592727641,0.011293541246390048,0.011293541246390048
C_rr,-0.3153849466340183,0.012368017932874453,0.012368017932874453
C_rk,-0.00658166712664627,0.011827669860110596,0.011827669860110596
C_kn,-0.009369669615615995,0.011541452893779055,0.011541452893779057
C_kr,0.012088295756945908,0.012127375813399136,0.012127375813399136
C_kk,-0.5988880705170021,0.011714569063045466,0.011714569063045466
Concurrence,0.3214498774193493,0.006732388463713179,0.006797618314406687
Ckk + Cnn,-0.25775818632594416,0.016148310611663656,0.016148310611663656
Ckk - Cnn,-1.3728927973862417,0.016148310611663656,0.016148310611663656
Ckk + Crr,-0.49994054522207476,0.01703522808537549,0.01703522808537549
Ckk - Crr,-1.1307104384901114,0.01703522808537549,0.01703522808537549
Cnn + Crr,-0.5412613102089281,0.016628429717378945,0.016628429717378945
Cnn - Crr,-1.1720312034769647,0.016628429717378945,0.016628429717378945
