name,value,uncertainty_up,uncertainty_down
B_An,0.0003213759669503666,0.0073880798260500345,0.0073880798260500345
B_Ar,0.003816778762577107,0.007419034389548574,0.0074190343895485745
B_Ak,0.002401966360688337,0.007202553720440501,0.007202553720440501
B_Bn,0.0035762907653216335,0.007504629009581628,0.007504629009581628
B_Br,-0.0027348636503680534,0.0075130844263706035,0.0075130844263706035
B_Bk,-0.003021544193717668,0.007422900735822709,0.007422900735822708
C_nn,-0.5575673083669916,0.011263172083048723,0.011263172083048723
C_nr,-0.005250081661187534,0.011608125255510852,0.01160812525551085
C_nk,0.011450249396277305,0.01175007954190007,0.011750079541900072
C_rn,0.015306290060710749,0.011624485775608047,0.011624485775608047
C_rr,-0.3153849533814267,0.012091118674557366,0.012091118674557366
C_rk,-0.006581668243480074,0.012619213577850124,0.012619213577850123
C_kn,-0.00936966839837651,0.011503416258789817,0.011503416258789818
C_kr,0.012088293113417536,0.012257778357266571,0.012257778357266571
C_kk,-0.5988880741209527,0.012581148187985725,0.012581148187985725
Concurrence,0.3214498826179962,0.00687032429811642,0.0069391185618415206
Ckk + Cnn,-0.25775817988515093,0.01688621731177307,0.01688621731177307
Ckk - Cnn,-1.372892796619134,0.01688621731177307,0.01688621731177307
Ckk + Crr,-0.49994053487071577,0.017449367912055907,0.017449367912055907
Ckk - Crr,-1.1307104416335692,0.017449367912055907,0.017449367912055907
Cnn + Crr,-0.5412613006246768,0.016524351611321937,0.016524351611321937
Cnn - Crr,-1.1720312073875303,0.016524351611321937,0.016524351611321937
