name,value,uncertainty_up,uncertainty_down
B_An,0.0003213500084424972,0.024120747446318307,0.024120747446318307
B_Ar,0.00381678644192672,0.022563922047436506,0.022563922047436506
B_Ak,0.002401979601423113,0.0251934018806172,0.0251934018806172
B_Bn,0.003576308060508899,0.025837876518705023,0.025837876518705023
B_Br,-0.0027348630759400955,0.01944543491044918,0.01944543491044918
B_Bk,-0.003021561968014799,0.02461529983203458,0.02461529983203458
C_nn,-0.557567309235278,0.03305845256606499,0.03305845256606499
C_nr,-0.005250104951161507,0.03663292707551741,0.03663292707551741
C_nk,0.011450243512751096,0.03562177600377194,0.03562177600377194
C_rn,0.015306285384715096,0.03328324487929235,0.03328324487929235
C_rr,-0.31538494067724615,0.03740568837455144,0.03740568837455144
C_rk,-0.006581672590180658,0.03820746519900659,0.03820746519900659
C_kn,-0.009369670529938205,0.03581067868877414,0.03581067868877415
C_kr,0.012088316544071814,0.036688604410095305,0.036688604410095305
C_kk,-0.5988880438966545,0.035058327383515,0.035058327383515
Concurrence,0.3214498675370454,0.0200165706017817,0.02057039271445381
Ckk + Cnn,-0.2577582092411628,0.048186591547779,0.048186591547779
Ckk - Cnn,-1.3728928277117185,0.048186591547779,0.048186591547779
Ckk + Crr,-0.49994057779919454,0.051266673792082225,0.051266673792082225
Ckk - Crr,-1.1307104591536867,0.051266673792082225,0.051266673792082225
Cnn + Crr,-0.541261312460571,0.04992040473430501,0.04992040473430501
Cnn - Crr,-1.1720311938150634,0.04992040473430501,0.04992040473430501
