name,value,uncertainty_up,uncertainty_down
B_An,0.0003213519929168125,0.023641692391890512,0.023641692391890512
B_Ar,0.0038168099813163524,0.01974695632952934,0.01974695632952934
B_Ak,0.0024019649012240935,0.02265463364412658,0.02265463364412658
B_Bn,0.0035763098325187316,0.027139257811952575,0.027139257811952575
B_Br,-0.002734900271164429,0.02013065463108569,0.02013065463108569
B_Bk,-0.0030215102807198916,0.021717113198947924,0.021717113198947924
C_nn,-0.5575673013451998,0.03535116572513519,0.03535116572513519
C_nr,-0.00525007041094587,0.0324917998204442,0.0324917998204442
C_nk,0.01145023075376105,0.03672723983850015,0.03672723983850015
C_rn,0.015306290654852367,0.033541812155813734,0.033541812155813734
C_rr,-0.3153849375156724,0.037549430999072264,0.037549430999072264
C_rk,-0.006581653054950833,0.03589065683928941,0.03589065683928941
C_kn,-0.009369648541021422,0.03257675986074571,0.03257675986074571
C_kr,0.012088293194735183,0.037769014501766174,0.03776901450176618
C_kk,-0.5988880624434395,0.040752882407316005,0.040752882407316005
Concurrence,0.32144986923405466,0.021446467813947708,0.022028581689872373
Ckk + Cnn,-0.2577581985844557,0.05394907174947961,0.05394907174947961
Ckk - Cnn,-1.3728928012748556,0.05394907174947961,0.05394907174947961
Ckk + Crr,-0.4999405624139832,0.05541441322308317,0.05541441322308317
Ckk - Crr,-1.130710437445328,0.05541441322308317,0.05541441322308317
Cnn + Crr,-0.5412613235122229,0.051571937005313866,0.051571937005313866
Cnn - Crr,-1.1720311985435679,0.051571937005313866,0.051571937005313866
