name,value,uncertainty_up,uncertainty_down
B_An,0.00032135833534397974,0.025326030424555786,0.025326030424555786
B_Ar,0.0038168293308410497,0.022016750547965452,0.022016750547965452
B_Ak,0.0024019451433424837,0.024263773048901614,0.024263773048901614
B_Bn,0.0035763046337919605,0.027724931277849224,0.027724931277849224
B_Br,-0.002734924448570001,0.020887320430643487,0.020887320430643487
B_Bk,-0.003021539921050435,0.02282457026147378,0.02282457026147378
C_nn,-0.5575672789029753,0.032443509002170745,0.032443509002170745
C_nr,-0.0052501058702476245,0.03565821662706481,0.03565821662706481
C_nk,0.011450233949102467,0.03791581077530874,0.03791581077530874
C_rn,0.015306277867259074,0.033278627533452954,0.03327862753345296
C_rr,-0.31538494960850605,0.03896594495178618,0.03896594495178618
C_rk,-0.0065816826610307355,0.03785207707744431,0.03785207707744431
C_kn,-0.009369704187495847,0.034158644467253294,0.034158644467253294
C_kr,0.01208828781722042,0.037376245268770016,0.037376245268770016
C_kk,-0.5988880608590141,0.03727243684081416,0.03727243684081416
Concurrence,0.32144986659205743,0.02061299872795587,0.021187768432511994
Ckk + Cnn,-0.2577582226111057,0.04941473286810741,0.04941473286810741
Ckk - Cnn,-1.3728927804170563,0.04941473286810741,0.04941473286810741
Ckk + Crr,-0.49994055190557496,0.05392197524236396,0.05392197524236396
Ckk - Crr,-1.130710451122587,0.05392197524236396,0.05392197524236396
Cnn + Crr,-0.5412613338616138,0.0507043010242678,0.0507043010242678
Cnn - Crr,-1.1720312330786258,0.0507043010242678,0.0507043010242678
